"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"1",2013,"Chief executives","Management, Business, and Financial",1024259,782400,241859,23.6,"120254","126142","95921","76.042079561129512"
"2",2013,"General and operations managers","Management, Business, and Financial",977284,681627,295657,30.3,"73557","81041","60759","74.97316173294999"
"3",2013,"Legislators","Management, Business, and Financial",14815,8375,6440,43.5,"67155","71530","65325","91.325318048371315"
"4",2013,"Advertising and promotions managers","Management, Business, and Financial",43015,17775,25240,58.7,"61371","75190","55860","74.291794121558723"
"5",2013,"Marketing and sales managers","Management, Business, and Financial",754514,440078,314436,41.7,"78455","91998","65040","70.697189069327592"
"6",2013,"Public relations and fundraising managers","Management, Business, and Financial",44198,16141,28057,63.5,"74114","90071","66052","73.333259317649407"
"7",2013,"Administrative services managers","Management, Business, and Financial",109703,72873,36830,33.6,"62187","66579","55079","82.727286381591796"
"8",2013,"Computer and information systems managers","Management, Business, and Financial",489048,354369,134679,27.5,"99167","101318","90940","89.75700270435658"
"9",2013,"Financial managers","Management, Business, and Financial",990611,460842,529769,53.5,"70456","90278","57406","63.588028091007779"
"10",2013,"Compensation and benefits managers","Management, Business, and Financial",14656,3387,11269,76.9,"71927","97552","68207","(X)"
"11",2013,"Human resources managers","Management, Business, and Financial",307004,125240,181764,59.2,"67669","75328","64662","85.840590484282075"
"12",2013,"Training and development managers","Management, Business, and Financial",41185,20111,21074,51.2,"74735","80754","71091","88.034029274091679"
"13",2013,"Industrial production managers","Management, Business, and Financial",218198,177200,40998,18.8,"72414","74623","65033","87.148734304436971"
"14",2013,"Purchasing managers","Management, Business, and Financial",175540,96499,79041,45,"71237","81528","62785","77.010352271612206"
"15",2013,"Transportation, storage, and distribution managers","Management, Business, and Financial",185512,151841,33671,18.2,"52058","52017","52259","100.46523252013763"
"16",2013,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",499775,446121,53654,10.7,"40638","41691","25310","60.708546209013939"
"17",2013,"Construction managers","Management, Business, and Financial",469706,434849,34857,7.4,"68101","69556","62198","89.421473345218232"
"18",2013,"Education administrators","Management, Business, and Financial",708239,272330,435909,61.5,"66889","78115","60580","77.552326697817321"
"19",2013,"Architectural and engineering managers","Management, Business, and Financial",132575,120777,11798,8.9,"121336","121690","113507","93.275536198537267"
"20",2013,"Food service managers","Management, Business, and Financial",740359,407357,333002,45,"36586","41164","31578","76.712661548926235"
"21",2013,"Funeral service managers","Management, Business, and Financial",5439,4421,1018,18.7,"70805","71617","52125","(X)"
"22",2013,"Gaming managers","Management, Business, and Financial",17294,10632,6662,38.5,"51221","52127","47845","91.785447081167149"
"23",2013,"Lodging managers","Management, Business, and Financial",96419,47382,49037,50.9,"41824","50610","36533","72.185338865836783"
"24",2013,"Medical and health services managers","Management, Business, and Financial",546042,171661,374381,68.6,"69563","84450","64765","76.69034931912374"
"25",2013,"Natural sciences managers","Management, Business, and Financial",16766,8633,8133,48.5,"94448","121164","85416","70.496186986233539"
"26",2013,"Postmasters and mail superintendents","Management, Business, and Financial",28282,12394,15888,56.2,"65191","77465","56317","72.699929000193634"
"27",2013,"Property, real estate, and community association managers","Management, Business, and Financial",414232,203818,210414,50.8,"47936","57059","41743","73.157608790900639"
"28",2013,"Social and community service managers","Management, Business, and Financial",279952,96503,183449,65.5,"55473","62367","51933","83.269998556929153"
"29",2013,"Emergency management directors","Management, Business, and Financial",6422,4662,1760,27.4,"73381","73478","73102","(X)"
"30",2013,"Managers, all other","Management, Business, and Financial",3034121,2056582,977539,32.2,"75912","81462","63917","78.462350543811837"
"31",2013,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",28413,17494,10919,38.4,"51244","51910","47043","90.624157195145443"
"32",2013,"Buyers and purchasing agents, farm products","Management, Business, and Financial",7184,5882,1302,18.1,"51036","51063","50742","(X)"
"33",2013,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",170412,86522,83890,49.2,"42170","41619","42990","103.29416852879693"
"34",2013,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",220927,107988,112939,51.1,"54632","60957","50058","82.120183079875972"
"35",2013,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",257730,98587,159143,61.7,"51134","60097","46520","77.408190092683498"
"36",2013,"Compliance officers","Management, Business, and Financial",193020,95524,97496,50.5,"62311","66724","60054","90.003596906660277"
"37",2013,"Cost estimators","Management, Business, and Financial",105744,91484,14260,13.5,"57333","60249","49443","82.064432604690523"
"38",2013,"Human resources workers","Management, Business, and Financial",571108,158154,412954,72.3,"54989","63034","51765","82.122346670051087"
"39",2013,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",53127,13895,39232,73.8,"50968","61089","47927","78.454386223379004"
"40",2013,"Training and development specialists","Management, Business, and Financial",105954,50856,55098,52,"52417","59310","50024","84.34328106558759"
"41",2013,"Logisticians","Management, Business, and Financial",97563,63756,33807,34.7,"52109","54698","50410","92.160590880836594"
"42",2013,"Management analysts","Management, Business, and Financial",589692,346499,243193,41.2,"80220","89151","72006","80.768583638994514"
"43",2013,"Meeting, convention, and event planners","Management, Business, and Financial",78856,15208,63648,80.7,"47088","47876","46973","98.113877516918706"
"44",2013,"Fundraisers","Management, Business, and Financial",63985,18678,45307,70.8,"60802","69292","57730","83.314091092766844"
"45",2013,"Market research analysts and marketing specialists","Management, Business, and Financial",230432,102417,128015,55.6,"67154","80508","60673","75.362696874844744"
"46",2013,"Business operations specialists, all other","Management, Business, and Financial",211970,98399,113571,53.6,"56945","67442","51378","76.181014797900417"
"47",2013,"Accountants and auditors","Management, Business, and Financial",1651199,683411,967788,58.6,"61270","72805","54720","75.159673099375041"
"48",2013,"Appraisers and assessors of real estate","Management, Business, and Financial",75414,49592,25822,34.2,"55227","61056","45643","74.755961740041926"
"49",2013,"Budget analysts","Management, Business, and Financial",41799,14880,26919,64.4,"70429","78667","65830","83.681848805725394"
"50",2013,"Credit analysts","Management, Business, and Financial",23011,9607,13404,58.3,"53869","56903","51602","90.684146705797588"
"51",2013,"Financial analysts","Management, Business, and Financial",65367,44484,20883,31.9,"84140","100081","63424","63.372668138807562"
"52",2013,"Personal financial advisors","Management, Business, and Financial",283136,196273,86863,30.7,"82142","98126","60359","61.511729816766206"
"53",2013,"Insurance underwriters","Management, Business, and Financial",94336,33432,60904,64.6,"58402","75372","52283","69.366608289550484"
"54",2013,"Financial examiners","Management, Business, and Financial",10413,5134,5279,50.7,"71779","77263","60411","(X)"
"55",2013,"Credit counselors and loan officers","Management, Business, and Financial",285649,130778,154871,54.2,"54535","69726","46394","66.537589995123767"
"56",2013,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",50960,17617,33343,65.4,"49380","66754","45704","68.466309135033114"
"57",2013,"Tax preparers","Management, Business, and Financial",51485,24538,26947,52.3,"56047","70641","47997","67.944961141546685"
"58",2013,"Financial specialists, all other","Management, Business, and Financial",58785,26520,32265,54.9,"61323","81859","48869","59.69899461268767"
"59",2013,"Computer and information research scientists","Computer, Engineering, and Science",12993,9222,3771,29,"95918","100222","88006","(X)"
"60",2013,"Computer systems analysts","Computer, Engineering, and Science",441538,280626,160912,36.4,"75886","81174","69346","85.428831891985112"
"61",2013,"Information security analysts","Computer, Engineering, and Science",50853,40681,10172,20,"84140","86349","80245","92.93101251896374"
"62",2013,"Computer programmers","Computer, Engineering, and Science",374314,298175,76139,20.3,"80512","81508","75088","92.1234725425725"
"63",2013,"Software developers, applications and systems software","Computer, Engineering, and Science",924888,741308,183580,19.8,"94025","96868","83808","86.51773547507949"
"64",2013,"Web developers","Computer, Engineering, and Science",136446,95672,40774,29.9,"60056","61566","53995","87.702628073936921"
"65",2013,"Computer support specialists","Computer, Engineering, and Science",458736,339470,119266,26,"52063","53960","49001","90.809859154929569"
"66",2013,"Database administrators","Computer, Engineering, and Science",101323,61969,39354,38.8,"75824","84609","61378","72.543110071032629"
"67",2013,"Network and computer systems administrators","Computer, Engineering, and Science",195372,160376,34996,17.9,"67246","68363","61699","90.252036920556449"
"68",2013,"Computer network architects","Computer, Engineering, and Science",91709,84233,7476,8.2,"96372","96549","94445","97.82079565816322"
"69",2013,"Computer occupations, all other","Computer, Engineering, and Science",354952,277889,77063,21.7,"66550","66971","65329","97.548192501231881"
"70",2013,"Actuaries","Computer, Engineering, and Science",23200,16642,6558,28.3,"112191","116019","106759","92.018548685991092"
"71",2013,"Mathematicians","Computer, Engineering, and Science",1933,1603,330,17.1,"79256","73799","99362","(X)"
"72",2013,"Operations research analysts","Computer, Engineering, and Science",123636,65206,58430,47.3,"77172","86748","68925","79.454281366717382"
"73",2013,"Statisticians","Computer, Engineering, and Science",31319,16117,15202,48.5,"81209","87488","74291","84.915645574250192"
"74",2013,"Miscellaneous mathematical science occupations","Computer, Engineering, and Science",3686,1974,1712,46.4,"70370","75221","56018","(X)"
"75",2013,"Architects, except naval","Computer, Engineering, and Science",145439,114341,31098,21.4,"71305","75395","60518","80.267922276012996"
"76",2013,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",31315,24924,6391,20.4,"59354","61190","50876","83.144304624938712"
"77",2013,"Aerospace engineers","Computer, Engineering, and Science",117942,105914,12028,10.2,"100701","101260","90023","88.902824412403717"
"78",2013,"Agricultural engineers","Computer, Engineering, and Science",2952,2425,527,17.9,"70585","73207","39356","(X)"
"79",2013,"Biomedical engineers","Computer, Engineering, and Science",12371,10765,1606,13,"78629","77459","85248","(X)"
"80",2013,"Chemical engineers","Computer, Engineering, and Science",53119,45725,7394,13.9,"100231","100632","95507","94.907186580809295"
"81",2013,"Civil engineers","Computer, Engineering, and Science",257802,228722,29080,11.3,"81233","81911","71854","87.722039774877615"
"82",2013,"Computer hardware engineers","Computer, Engineering, and Science",51453,44773,6680,13,"91967","95258","76236","(X)"
"83",2013,"Electrical and electronics engineers","Computer, Engineering, and Science",180122,163656,16466,9.1,"91895","93351","81167","86.948184807875649"
"84",2013,"Environmental engineers","Computer, Engineering, and Science",25988,19105,6883,26.5,"77406","80413","72478","90.132192555930018"
"85",2013,"Industrial engineers, including health and safety","Computer, Engineering, and Science",172367,136669,35698,20.7,"75131","76487","66498","86.940264358649173"
"86",2013,"Marine engineers and naval architects","Computer, Engineering, and Science",11147,10288,859,7.7,"81250","85451","70430","(X)"
"87",2013,"Materials engineers","Computer, Engineering, and Science",27975,23360,4615,16.5,"80011","80877","73038","(X)"
"88",2013,"Mechanical engineers","Computer, Engineering, and Science",206515,191858,14657,7.1,"79565","80193","72416","90.302146072599854"
"89",2013,"Mining and geological engineers, including mining safety engineers","Computer, Engineering, and Science",8430,7886,544,6.5,"87279","86617","108500","(X)"
"90",2013,"Nuclear engineers","Computer, Engineering, and Science",4813,4205,608,12.6,"84017","86028","71482","(X)"
"91",2013,"Petroleum engineers","Computer, Engineering, and Science",23225,20619,2606,11.2,"110560","109564","120253","(X)"
"92",2013,"Engineers, all other","Computer, Engineering, and Science",439749,388864,50885,11.6,"90913","91800","81702","89"
"93",2013,"Drafters","Computer, Engineering, and Science",124267,102941,21326,17.2,"51609","52296","47123","90.10823007495793"
"94",2013,"Engineering technicians, except drafters","Computer, Engineering, and Science",371566,307644,63922,17.2,"54623","56847","43517","76.551093285485607"
"95",2013,"Surveying and mapping technicians","Computer, Engineering, and Science",45449,40811,4638,10.2,"48685","49813","42403","(X)"
"96",2013,"Agricultural and food scientists","Computer, Engineering, and Science",22154,15764,6390,28.8,"60826","62867","53805","85.585442282914727"
"97",2013,"Biological scientists","Computer, Engineering, and Science",60924,31860,29064,47.7,"57426","57653","57107","99.052954746500617"
"98",2013,"Conservation scientists and foresters","Computer, Engineering, and Science",20271,15850,4421,21.8,"56075","58798","52387","89.096567910473141"
"99",2013,"Medical scientists","Computer, Engineering, and Science",112826,53210,59616,52.8,"71375","80113","66860","83.457116822488231"
"100",2013,"Life scientists, all other","Computer, Engineering, and Science",1043,706,337,32.3,"61321","54143","70276","(X)"
"101",2013,"Astronomers and physicists","Computer, Engineering, and Science",9359,7563,1796,19.2,"101983","100930","105332","(X)"
"102",2013,"Atmospheric and space scientists","Computer, Engineering, and Science",10661,8657,2004,18.8,"69873","76668","56603","(X)"
"103",2013,"Chemists and materials scientists","Computer, Engineering, and Science",71161,42953,28208,39.6,"69780","71853","65582","91.272459048334795"
"104",2013,"Environmental scientists and geoscientists","Computer, Engineering, and Science",65341,45052,20289,31.1,"71065","77333","61583","79.633532903159065"
"105",2013,"Physical scientists, all other","Computer, Engineering, and Science",171530,106686,64844,37.8,"74592","85195","61217","71.855155819003457"
"106",2013,"Economists","Computer, Engineering, and Science",20957,14810,6147,29.3,"105834","120076","82427","68.645691062327202"
"107",2013,"Survey researchers","Computer, Engineering, and Science",836,358,478,57.2,"70521","117685","70443","(X)"
"108",2013,"Psychologists","Computer, Engineering, and Science",115139,37071,78068,67.8,"66764","76903","62146","80.810891642718758"
"109",2013,"Urban and regional planners","Computer, Engineering, and Science",17145,10824,6321,36.9,"67392","71693","62266","86.850878049460903"
"110",2013,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science",32080,15884,16196,50.5,"59540","68632","52123","75.945623032987527"
"111",2013,"Agricultural and food science technicians","Computer, Engineering, and Science",24559,15509,9050,36.9,"42576","45910","39464","85.959485950773256"
"112",2013,"Biological technicians","Computer, Engineering, and Science",13985,8785,5200,37.2,"45798","46823","41644","88.939196548704686"
"113",2013,"Chemical technicians","Computer, Engineering, and Science",51689,34926,16763,32.4,"50982","51831","47360","91.373888213617334"
"114",2013,"Geological and petroleum technicians","Computer, Engineering, and Science",16156,11467,4689,29,"61110","62243","52394","(X)"
"115",2013,"Nuclear technicians","Computer, Engineering, and Science",3722,3265,457,12.3,"100455","110076","71540","(X)"
"116",2013,"Social science research assistants","Computer, Engineering, and Science",4333,2950,1383,31.9,"40464","40888","35803","(X)"
"117",2013,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science",100831,55051,45780,45.4,"44561","48138","40792","84.739706676637994"
"118",2013,"Counselors","Education, Legal, Community Service, Arts, and Media",482328,146849,335479,69.6,"42349","42299","42369","100.1654885458285"
"119",2013,"Social workers","Education, Legal, Community Service, Arts, and Media",627085,124774,502311,80.1,"41940","42821","41795","97.603979355923499"
"120",2013,"Probation officers and correctional treatment specialists","Education, Legal, Community Service, Arts, and Media",83568,42704,40864,48.9,"45909","47561","44385","93.322259834738546"
"121",2013,"Social and human service assistants","Education, Legal, Community Service, Arts, and Media",94377,20048,74329,78.8,"35643","34967","35766","102.28501158234906"
"122",2013,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",68388,25669,42719,62.5,"41900","47966","39620","82.600175124046203"
"123",2013,"Clergy","Education, Legal, Community Service, Arts, and Media",339774,289076,50698,14.9,"44422","45350","40754","89.865490628445428"
"124",2013,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",34970,16961,18009,51.5,"40736","43053","38681","89.845074675400085"
"125",2013,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",41694,19827,21867,52.4,"36496","40454","35612","88.030849854155335"
"126",2013,"Lawyers","Education, Legal, Community Service, Arts, and Media",852860,568201,284659,33.4,"120617","127337","101640","79.819691056016708"
"127",2013,"Judicial law clerks","Education, Legal, Community Service, Arts, and Media",11115,4920,6195,55.7,"55545","54778","55883","(X)"
"128",2013,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",55881,32209,23672,42.4,"100619","115636","83173","71.926562662146736"
"129",2013,"Paralegals and legal assistants","Education, Legal, Community Service, Arts, and Media",307815,45422,262393,85.2,"46562","50498","46061","91.213513406471549"
"130",2013,"Miscellaneous legal support workers","Education, Legal, Community Service, Arts, and Media",148521,40412,108109,72.8,"46748","60958","43663","71.628006168181372"
"131",2013,"Postsecondary teachers","Education, Legal, Community Service, Arts, and Media",836986,457786,379200,45.3,"65463","71414","60359","84.519842047777743"
"132",2013,"Preschool and kindergarten teachers","Education, Legal, Community Service, Arts, and Media",316025,8298,307727,97.4,"24347","30067","24257","80.676489174177675"
"133",2013,"Elementary and middle school teachers","Education, Legal, Community Service, Arts, and Media",2282888,503434,1779454,77.9,"48874","51986","47521","91.411149155541878"
"134",2013,"Secondary school teachers","Education, Legal, Community Service, Arts, and Media",541598,240315,301283,55.6,"50810","52819","49048","92.860523675192638"
"135",2013,"Special education teachers","Education, Legal, Community Service, Arts, and Media",165928,25578,140350,84.6,"47264","46932","47378","100.95031108838319"
"136",2013,"Other teachers and instructors","Education, Legal, Community Service, Arts, and Media",359794,169655,190139,52.8,"43740","50250","40132","79.864676616915418"
"137",2013,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media",31925,13316,18609,58.3,"51704","58285","46130","79.145577764433384"
"138",2013,"Librarians","Education, Legal, Community Service, Arts, and Media",111952,19727,92225,82.4,"48892","51879","48005","92.532623990439291"
"139",2013,"Library technicians","Education, Legal, Community Service, Arts, and Media",16163,3583,12580,77.8,"31698","38063","31014","(X)"
"140",2013,"Teacher assistants","Education, Legal, Community Service, Arts, and Media",371321,44030,327291,88.1,"21125","25873","20748","80.19170563908321"
"141",2013,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media",88624,26398,62226,70.2,"51516","55834","50756","90.90518322169288"
"142",2013,"Artists and related workers","Education, Legal, Community Service, Arts, and Media",116825,75425,41400,35.4,"49197","54669","37261","68.157456693921603"
"143",2013,"Designers","Education, Legal, Community Service, Arts, and Media",552419,303391,249028,45.1,"50461","55658","44269","79.537532789536087"
"144",2013,"Actors","Education, Legal, Community Service, Arts, and Media",12456,8445,4011,32.2,"40438","40745","37149","(X)"
"145",2013,"Producers and directors","Education, Legal, Community Service, Arts, and Media",117967,73980,43987,37.3,"63715","62368","66226","106.18586454592098"
"146",2013,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media",114456,83451,31005,27.1,"43373","46602","36682","78.713359941633414"
"147",2013,"Dancers and choreographers","Education, Legal, Community Service, Arts, and Media",5424,1239,4185,77.2,"31678","50701","30782","(X)"
"148",2013,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media",60370,48227,12143,20.1,"42746","42988","42279","98.350702521633949"
"149",2013,"Entertainers and performers, sports and related workers, all other","Education, Legal, Community Service, Arts, and Media",14230,9381,4849,34.1,"40633","42245","32475","(X)"
