"","year","occupation","major","TotalPopulation","Number_of_Men","Number_of_Women","Women_Percentage","Earning","Men_earning","Women_earning","Compare_to_men"
"1070",2015,"Food service managers","Management, Business, and Financial",799339,440295,359044,44.9,"36830","41550","31660","76.2"
"1071",2015,"Funeral service managers","Management, Business, and Financial",6678,5043,1635,24.5,"58968","62545","51774","(X)"
"1072",2015,"Gaming managers","Management, Business, and Financial",15573,9255,6318,40.6,"51822","60539","45571","75.3"
"1073",2015,"Lodging managers","Management, Business, and Financial",111620,57502,54118,48.5,"42869","49199","40726","82.8"
"1074",2015,"Medical and health services managers","Management, Business, and Financial",584635,172461,412174,70.5,"70550","83190","65667","78.900000000000006"
"1075",2015,"Natural sciences managers","Management, Business, and Financial",19346,9350,9996,51.7,"78026","101096","70411","69.599999999999994"
"1076",2015,"Postmasters and mail superintendents","Management, Business, and Financial",20609,9897,10712,52,"69456","74036","64742","87.4"
"1077",2015,"Property, real estate, and community association managers","Management, Business, and Financial",461757,234252,227505,49.3,"52153","61333","46957","76.599999999999994"
"1078",2015,"Social and community service managers","Management, Business, and Financial",293821,95879,197942,67.4,"55506","66320","51472","77.599999999999994"
"1079",2015,"Emergency management directors","Management, Business, and Financial",6950,4429,2521,36.3,"61161","61088","61302","(X)"
"1080",2015,"Managers, all other","Management, Business, and Financial",3681343,2443030,1238313,33.6,"76680","82139","66153","80.5"
"1081",2015,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",28197,16204,11993,42.5,"55086","60167","43617","72.5"
"1082",2015,"Buyers and purchasing agents, farm products","Management, Business, and Financial",8890,6538,2352,26.5,"50504","51087","43750","(X)"
"1083",2015,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",138703,70538,68165,49.1,"42479","41549","45473","109.4"
"1084",2015,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",243673,116426,127247,52.2,"52118","56516","50429","89.2"
"1085",2015,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",264364,106214,158150,59.8,"51638","58069","48172","83"
"1086",2015,"Compliance officers","Management, Business, and Financial",203916,96365,107551,52.7,"65541","70880","60193","84.9"
"1087",2015,"Cost estimators","Management, Business, and Financial",117961,102374,15587,13.2,"62038","65039","47652","73.3"
"1088",2015,"Human resources workers","Management, Business, and Financial",622517,165517,457000,73.4,"55712","62608","52960","84.6"
"1089",2015,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",49272,9570,39702,80.6,"50547","66311","48544","73.2"
"1090",2015,"Training and development specialists","Management, Business, and Financial",124732,55168,69564,55.8,"56712","65481","51318","78.400000000000006"
"1091",2015,"Logisticians","Management, Business, and Financial",118827,80188,38639,32.5,"51414","53598","49257","91.9"
"1092",2015,"Management analysts","Management, Business, and Financial",601323,356627,244696,40.7,"81491","90316","72526","80.3"
"1093",2015,"Meeting, convention, and event planners","Management, Business, and Financial",84357,18995,65362,77.5,"46795","52198","46016","88.2"
"1094",2015,"Fundraisers","Management, Business, and Financial",69606,18867,50739,72.9,"60257","70945","57197","80.599999999999994"
"1095",2015,"Market research analysts and marketing specialists","Management, Business, and Financial",223163,101313,121850,54.6,"67036","80482","60564","75.3"
"1096",2015,"Business operations specialists, all other","Management, Business, and Financial",240307,113340,126967,52.8,"61388","71857","52542","73.099999999999994"
"1097",2015,"Accountants and auditors","Management, Business, and Financial",1590845,635022,955823,60.1,"61630","74290","55355","74.5"
"1098",2015,"Appraisers and assessors of real estate","Management, Business, and Financial",75621,48090,27531,36.4,"55113","62041","45713","73.7"
"1099",2015,"Budget analysts","Management, Business, and Financial",42992,18004,24988,58.1,"75207","83503","72121","86.4"
"1100",2015,"Credit analysts","Management, Business, and Financial",25831,11562,14269,55.2,"51742","54170","50368","93"
"1101",2015,"Financial analysts","Management, Business, and Financial",191432,113535,77897,40.7,"80779","86313","73117","84.7"
"1102",2015,"Personal financial advisors","Management, Business, and Financial",310815,216465,94350,30.4,"87023","100744","62398","61.9"
"1103",2015,"Insurance underwriters","Management, Business, and Financial",100406,36810,63596,63.3,"61257","70294","56889","80.900000000000006"
"1104",2015,"Financial examiners","Management, Business, and Financial",11144,5834,5310,47.6,"79197","86633","76190","(X)"
"1105",2015,"Credit counselors and loan officers","Management, Business, and Financial",273231,120061,153170,56.1,"55986","75368","47329","62.8"
"1106",2015,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",50457,16381,34076,67.5,"51028","62186","47388","76.2"
"1107",2015,"Tax preparers","Management, Business, and Financial",52627,22243,30384,57.7,"52136","62228","45869","73.7"
"1108",2015,"Financial specialists, all other","Management, Business, and Financial",49449,21315,28134,56.9,"64187","92271","50356","54.6"
"1109",2015,"Computer and information research scientists","Computer, Engineering, and Science",16892,12047,4845,28.7,"80981","85716","71493","(X)"
"1110",2015,"Computer systems analysts","Computer, Engineering, and Science",426775,265833,160942,37.7,"77420","82774","70706","85.4"
"1111",2015,"Information security analysts","Computer, Engineering, and Science",62969,50625,12344,19.6,"87209","90764","75800","83.5"
"1112",2015,"Computer programmers","Computer, Engineering, and Science",381192,300845,80347,21.1,"83138","85773","77459","90.3"
"1113",2015,"Software developers, applications and systems software","Computer, Engineering, and Science",1037453,839190,198263,19.1,"97763","100697","86856","86.3"
"1114",2015,"Web developers","Computer, Engineering, and Science",139635,93046,46589,33.4,"61543","62432","58768","94.1"
"1115",2015,"Computer support specialists","Computer, Engineering, and Science",528080,400613,127467,24.1,"56777","57650","52583","91.2"
"1116",2015,"Database administrators","Computer, Engineering, and Science",98628,64000,34628,35.1,"76971","86021","64495","75"
"1117",2015,"Network and computer systems administrators","Computer, Engineering, and Science",190100,156374,33726,17.7,"70574","71367","65148","91.3"
"1118",2015,"Computer network architects","Computer, Engineering, and Science",103813,94936,8877,8.6,"95506","95720","92370","96.5"
"1119",2015,"Computer occupations, all other","Computer, Engineering, and Science",502477,386665,115812,23,"69200","70207","66684","95"
"1120",2015,"Actuaries","Computer, Engineering, and Science",22141,14827,7314,33,"102240","112444","92323","82.1"
"1121",2015,"Mathematicians","Computer, Engineering, and Science",2100,1291,809,38.5,"86951","103750","65179","(X)"
"1122",2015,"Operations research analysts","Computer, Engineering, and Science",129326,66333,62993,48.7,"77057","86722","70289","81.099999999999994"
"1123",2015,"Statisticians","Computer, Engineering, and Science",33912,17309,16603,49,"83209","87300","80260","91.9"
"1124",2015,"Miscellaneous mathematical science occupations","Computer, Engineering, and Science",3951,2344,1607,40.7,"76250","82500","62345","(X)"
"1125",2015,"Architects, except naval","Computer, Engineering, and Science",147505,111828,35677,24.2,"76033","80488","63891","79.400000000000006"
"1126",2015,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",25698,21372,4326,16.8,"61862","62003","56677","(X)"
"1127",2015,"Aerospace engineers","Computer, Engineering, and Science",104657,92536,12121,11.6,"101228","102004","90768","89"
"1128",2015,"Agricultural engineers","Computer, Engineering, and Science",3091,2915,176,5.7,"78423","78679","47268","(X)"
"1129",2015,"Biomedical engineers","Computer, Engineering, and Science",11102,9850,1252,11.3,"76167","76923","62000","(X)"
"1130",2015,"Chemical engineers","Computer, Engineering, and Science",56266,47775,8491,15.1,"100960","100944","101063","100.1"
"1131",2015,"Civil engineers","Computer, Engineering, and Science",276172,242805,33367,12.1,"82611","85482","75346","88.1"
"1132",2015,"Computer hardware engineers","Computer, Engineering, and Science",47062,40447,6615,14.1,"95440","97034","84479","87.1"
"1133",2015,"Electrical and electronics engineers","Computer, Engineering, and Science",190417,174106,16311,8.6,"92880","95103","81359","85.5"
"1134",2015,"Environmental engineers","Computer, Engineering, and Science",25754,19312,6442,25,"80846","82150","75857","92.3"
"1135",2015,"Industrial engineers, including health and safety","Computer, Engineering, and Science",179731,145147,34584,19.2,"76826","77713","71361","91.8"
"1136",2015,"Marine engineers and naval architects","Computer, Engineering, and Science",10832,10002,830,7.7,"90353","90095","100404","(X)"
"1137",2015,"Materials engineers","Computer, Engineering, and Science",38312,33756,4556,11.9,"80694","81705","69452","(X)"
"1138",2015,"Mechanical engineers","Computer, Engineering, and Science",225549,206416,19133,8.5,"82760","83340","80750","96.9"
"1139",2015,"Mining and geological engineers, including mining safety engineers","Computer, Engineering, and Science",9279,8253,1026,11.1,"89517","87399","101360","(X)"
"1140",2015,"Nuclear engineers","Computer, Engineering, and Science",6116,5449,667,10.9,"111462","113113","102149","(X)"
"1141",2015,"Petroleum engineers","Computer, Engineering, and Science",28922,25358,3564,12.3,"125678","131162","111271","(X)"
"1142",2015,"Engineers, all other","Computer, Engineering, and Science",474766,412308,62458,13.2,"92062","95216","81156","85.2"
"1143",2015,"Drafters","Computer, Engineering, and Science",124921,104061,20860,16.7,"51609","52192","47475","91"
"1144",2015,"Engineering technicians, except drafters","Computer, Engineering, and Science",316833,263123,53710,17,"55024","56580","46172","81.599999999999994"
"1145",2015,"Surveying and mapping technicians","Computer, Engineering, and Science",50931,47838,3093,6.1,"50504","50771","45360","(X)"
"1146",2015,"Agricultural and food scientists","Computer, Engineering, and Science",17366,11069,6297,36.3,"61150","70009","54178","77.400000000000006"
"1147",2015,"Biological scientists","Computer, Engineering, and Science",62763,33697,29066,46.3,"61141","62192","60114","96.7"
"1148",2015,"Conservation scientists and foresters","Computer, Engineering, and Science",17087,13930,3157,18.5,"52470","55144","51359","(X)"
"1149",2015,"Medical scientists","Computer, Engineering, and Science",118091,59308,58783,49.8,"75438","82246","67361","81.900000000000006"
"1150",2015,"Life scientists, all other","Computer, Engineering, and Science",10172,5461,4711,46.3,"72742","74723","60413","(X)"
"1151",2015,"Astronomers and physicists","Computer, Engineering, and Science",8276,7232,1044,12.6,"100407","100634","86477","(X)"
"1152",2015,"Atmospheric and space scientists","Computer, Engineering, and Science",8367,6577,1790,21.4,"82852","86926","68836","(X)"
"1153",2015,"Chemists and materials scientists","Computer, Engineering, and Science",74050,44599,29451,39.8,"67342","73671","63822","86.6"
"1154",2015,"Environmental scientists and geoscientists","Computer, Engineering, and Science",58056,41197,16859,29,"77010","81693","67141","82.2"
"1155",2015,"Physical scientists, all other","Computer, Engineering, and Science",180602,107571,73031,40.4,"77740","86695","66893","77.2"
